start_sample,end_sample,start_sec,end_sec,mean,std,amp_range,line_length,energy,dv,fs,z_dv,z_amp,z_line,z_energy,z_fs_inv,susceptibility_score,susceptibility_label,file,subject,session,channel_used,sfreq,duration_min
3609600,3612160,14100.0,14110.0,-0.00011874917358091104,0.0005441881539567851,0.002449960845349813,0.00011076835730668726,3.1024211313304293e-07,0.0002765662826308423,1837.5997178391576,239.0902421394814,268.6757884787468,119.23349658161027,4599.642924490554,506.0742182656232,901.8173022610354,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-01_eeg.edf,sub-001_ses-01_task-szMonitoring_run-01_eeg.edf,ses-01,BTEleft SD,256.0,1088.65
14608640,14611200,57065.0,57075.0,0.0002948030628254462,0.0005159266421119049,0.0029909678187228193,3.3384739660820546e-05,3.5308914589212963e-07,0.00017583218289786296,1938.2600479175085,92.32934923823545,103.1137583928269,19.355337609712,4781.526756284499,161.7255487853076,790.2106597550958,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,ses-01,BTEleft SD,256.0,1082.9833333333333
4997120,4999680,19520.0,19530.0,-0.00016293232188072207,0.0006857434058097116,0.002647,5.735673127312696e-05,4.967909601249459e-07,0.00021656197029840842,1458.2714030781665,92.1009039778153,108.31615523616486,30.25019205356954,4645.440813275655,274.37448052071755,784.2021558936023,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-02_eeg.edf,sub-001_ses-01_task-szMonitoring_run-02_eeg.edf,ses-01,BTEleft SD,256.0,330.26666666666665
3617280,3619840,14130.0,14140.0,-9.316312926775778e-05,0.0005013687544941092,0.0025929604180971993,3.280673219105248e-05,2.6004999663793523e-07,0.00015242102746214386,1994.5399250387661,129.52771174625238,284.7783491238077,31.782617760548987,3854.2120676596896,465.5747543962207,733.3361780766351,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-01_eeg.edf,sub-001_ses-01_task-szMonitoring_run-01_eeg.edf,ses-01,BTEleft SD,256.0,1088.65
3610880,3613440,14105.0,14115.0,2.6935478453784145e-05,0.0004934638440407325,0.0026169999999999995,7.284226362225336e-05,2.4423208537499065e-07,0.00020783665052437553,2026.490917318281,178.43393758440527,287.48534200521703,76.6911532423806,3619.2915269576324,458.0981283969128,723.9907190873975,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-01_eeg.edf,sub-001_ses-01_task-szMonitoring_run-01_eeg.edf,ses-01,BTEleft SD,256.0,1088.65
15005440,15008000,58615.0,58625.0,0.00036581271373955696,0.0004442420451432931,0.0026969511558709086,1.429048312685969e-05,3.311699362065947e-07,9.529874187505791e-05,2251.0251082299483,48.32997481694727,92.67765090181666,6.165041572895493,4484.428049662721,138.7501496236369,723.2232520926458,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,ses-01,BTEleft SD,256.0,1082.9833333333333
4998400,5000960,19525.0,19535.0,-0.0006204775945105668,0.0002763785303136727,0.002538955062180514,4.1566487426804385e-05,4.6137753730796506e-07,0.00015871627784636586,3618.22604399421,66.57082210274181,103.74833906677492,20.91940634326077,4313.862650254371,107.73561179696169,706.0862955358185,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-02_eeg.edf,sub-001_ses-01_task-szMonitoring_run-02_eeg.edf,ses-01,BTEleft SD,256.0,330.26666666666665
16131840,16134400,63015.0,63025.0,-2.3256600909819275e-05,0.0005465373520853031,0.002365931746395056,2.485301413366903e-05,2.992439467102932e-07,0.00010479667325034064,1829.701107078624,53.51916124063959,80.92813267590336,13.46162893308259,4051.6948296675127,171.53648879197192,662.5175320853452,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,ses-01,BTEleft SD,256.0,1082.9833333333333
14609920,14612480,57070.0,57080.0,0.0004010429467376686,0.0003596922935430564,0.0029909678187228193,2.5173468363756007e-05,2.9021399116229683e-07,0.00015123165676158732,2780.1540793927034,78.88887349693233,103.1137583928269,13.68299844037812,3929.3004480884947,111.6513812105826,651.5306624248997,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,ses-01,BTEleft SD,256.0,1082.9833333333333
2201600,2204160,8600.0,8610.0,0.00019142907626292259,0.0009443949028351034,0.0029059417257953765,0.000253056428667649,9.285268237398001e-07,0.0005269642337369323,1058.8790726623886,98.39598344662843,45.498126684832094,68.83486412086813,3855.748225625299,145.10388893245073,650.1778151044998,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB10/sub-010_ses-01_task-szMonitoring_run-03_eeg.edf,sub-010_ses-01_task-szMonitoring_run-03_eeg.edf,ses-01,BTEright SD,256.0,149.13333333333333
16107520,16110080,62920.0,62930.0,-0.00022077687072628182,0.0004917683097352396,0.00248596388189517,2.5638930837291138e-05,2.9057849710754386e-07,0.00011687498379799277,2033.4779166736191,60.11813554762655,85.18866762757594,14.00453951787634,3934.241057099608,153.98263952856402,646.4144113885574,EXTREME,/Volumes/Verbatim/SEIZEL_IT2/SUB1/sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,sub-001_ses-01_task-szMonitoring_run-03_eeg.edf,ses-01,BTEleft SD,256.0,1082.9833333333333
